Block Size (KB),Throughput (MiB/s),Data Written (GB)
4,275.809,0.976562
4,278.016,1.95312
4,276.565,2.92969
4,277.719,3.90625
4,276.913,4.88281
4,277.234,5.85938
4,277.019,6.83594
4,274.234,7.8125
4,270.309,8.79004
4,276.111,9.76562
4,266.055,10.7432
4,254.031,11.7188
4,229.117,12.6963
4,223.892,13.6719
4,223.289,14.6484
4,215.547,15.626
4,257.804,16.6016
4,241.53,17.5781
4,257.195,18.5547
4,244.979,19.5312
4,267.297,20.5078
4,261.452,21.4844
4,245.82,22.4609
4,244.35,23.4375
4,270.969,24.4141
4,271.212,25.3906
4,273.789,26.3672
4,270.509,27.3438
4,272.34,28.3203
4,273.969,29.2969
4,273.078,30.2734
4,272.045,31.25
4,274.527,32.2266
4,271.396,33.2031
4,273.097,34.1797
4,271.496,35.1562
4,273.891,36.1338
4,272.761,37.1094
4,273.344,38.0859
4,273.578,39.0625
4,272.113,40.04
4,273.042,41.0156
4,274.484,41.9932
4,271.024,42.9688
4,266.73,43.9453
4,267.756,44.9219
4,261.289,45.8994
4,262.141,46.875
4,253.113,47.8525
4,268.225,48.8281
4,270.735,49.8047
4,271.336,50.7812
4,262.453,51.7578
4,272.172,52.7344
4,274.746,53.7119
4,269.366,54.6875
4,272.076,55.6641
4,271.074,56.6406
4,272.174,57.6172
4,271.727,58.5938
4,271.411,59.5703
4,271.586,60.5469
4,271.682,61.5234
4,269.129,62.5
4,269.062,63.4766
4,255.332,64.4531
4,271.466,65.4297
4,266.066,66.4062
4,268.291,67.3828
4,272.062,68.3594
4,270.892,69.3359
4,224.617,70.3135
4,263.185,71.2891
4,254.691,72.2656
4,271.109,73.2422
4,269.98,74.2188
4,273.57,75.1953
4,272.164,76.1719
4,272.636,77.1484
4,273.43,78.125
4,273.93,79.1016
4,268.629,80.0781
4,271.814,81.0547
4,272.82,82.0312
4,273.378,83.0078
4,273.168,83.9844
4,273.457,84.9609
4,274.355,85.9375
4,273.003,86.9141
4,271.895,87.8916
4,273.331,88.8672
4,274.336,89.8438
4,273.441,90.8203
4,273.645,91.7969
4,273.336,92.7734
4,272.632,93.75
4,273.789,94.7266
4,272.851,95.7031
4,272.402,96.6797
4,273.84,97.6562
4,272.258,98.6328
4,274.536,99.6094
4,264.07,100.586
4,268.115,101.562
4,271.34,102.539
4,269.167,103.516
4,273.203,104.492
4,271.204,105.469
4,270.094,106.445
4,276.307,107.422
4,275.434,108.398
4,272.326,109.375
4,273.613,110.352
4,273.218,111.328
4,275.777,112.305
4,275.208,113.281
4,275.43,114.258
4,275.764,115.234
4,273.707,116.211
4,274.145,117.188
4,272.574,118.164
4,269.233,119.141
4,267.609,120.117
4,271.431,121.094
4,272.215,122.07
4,268.4,123.047
4,273.559,124.023
4,273.198,125
4,272.375,125.977
4,274.344,126.953
4,262.652,127.93
4,270.258,128.906
4,268.832,129.883
4,251.263,130.859
4,251.918,131.836
4,265.746,132.812
4,268.289,133.789
4,268.486,134.766
4,273.887,135.742
4,270.445,136.719
4,274.562,137.695
4,266.876,138.672
4,258.16,139.648
4,255.149,140.625
4,256.145,141.603
4,248.674,142.578
4,254.77,143.555
4,270.918,144.531
4,269.218,145.508
4,259.246,146.484
4,271.177,147.461
4,261.926,148.438
4,266.422,149.414
4,270.297,150.391
4,270.599,151.367
4,272.281,152.344
4,264.525,153.32
4,268.035,154.298
4,261.879,155.273
4,264.979,156.25
4,257.262,157.227
4,249.222,158.203
4,252.859,159.18
4,266.488,160.156
4,250.582,161.133
4,270.759,162.109
4,268.973,163.086
4,272.111,164.062
4,272.891,165.039
4,260.518,166.016
4,270.637,166.992
4,246.277,167.969
4,249.211,168.945
4,265.746,169.922
4,263.828,170.898
4,264.788,171.875
4,261.09,172.852
4,263.267,173.828
4,271.449,174.805
4,275.289,175.781
4,274.681,176.758
4,273.969,177.734
4,272.948,178.711
4,269.805,179.688
4,272.667,180.664
4,272.668,181.642
4,272.538,182.617
4,266.359,183.594
4,267.352,184.57
4,258.629,185.547
4,256.727,186.523
4,243.816,187.501
4,257.257,188.477
4,266.656,189.454
4,266.985,190.43
4,275.922,191.406
4,264.119,192.383
4,267.062,193.359
4,243.657,194.336
4,268.49,195.312
4,267.117,196.289
4,248.51,197.266
4,250.227,198.242
4,260.197,199.219
4,267.695,200.195
4,265.292,201.172
4,235.457,202.148
4,260.788,203.125
4,265.297,204.102
4,257.089,205.078
4,268.98,206.055
4,272.182,207.031
4,273.93,208.008
4,268.525,208.984
4,263.086,209.961
4,263.908,210.938
4,267.59,211.914
4,271.979,212.891
4,270.395,213.867
4,272.737,214.844
4,271.078,215.82
4,268.162,216.797
4,272.396,217.773
4,271.719,218.75
4,264.843,219.727
4,261.699,220.703
4,267.118,221.68
4,271.07,222.657
4,267.721,223.633
4,265.495,224.609
4,259.306,225.586
4,263.398,226.562
4,257.315,227.539
4,266.004,228.516
4,274.7,229.492
4,273.469,230.469
4,273.085,231.445
4,270.863,232.422
4,267.748,233.398
4,268.977,234.375
4,268.78,235.352
4,266.25,236.328
4,271.2,237.305
4,261.624,238.281
4,259.262,239.258
4,244.465,240.235
4,258.223,241.211
4,270.105,242.188
4,267.914,243.164
4,258.355,244.141
4,264.707,245.117
4,265.167,246.094
4,273.836,247.07
4,274.031,248.047
4,270.613,249.023
4,262.367,250
4,265.738,250.977
4,268.847,251.953
4,264.574,252.93
4,267.489,253.906
4,266.301,254.883
4,256.59,255.859
4,243.563,256.836
4,267.59,257.812
4,267.678,258.789
4,263.156,259.766
4,270.782,260.742
4,259.617,261.719
4,263.744,262.695
4,269.52,263.672
4,267.398,264.649
4,265.53,265.625
4,249.444,266.602
4,263.473,267.578
4,272.706,268.555
4,275.309,269.531
4,273.602,270.509
4,275.063,271.484
4,268.115,272.461
4,264.258,273.438
4,250.43,274.414
4,262.977,275.391
4,263.74,276.367
4,262.184,277.344
4,265.151,278.32
4,258.25,279.297
4,260.072,280.273
4,230.688,281.25
4,254.199,282.227
4,248.035,283.203
4,265.66,284.181
4,274.556,285.156
4,268.082,286.134
4,263.943,287.109
4,265.27,288.086
4,259.505,289.062
4,273.715,290.039
4,269.934,291.016
4,274.422,291.992
4,275.142,292.969
4,276.395,293.945
4,275.363,294.923
4,275.436,295.898
4,275.227,296.875
4,269.015,297.852
4,269.164,298.828
4,267.779,299.805
4,259.602,300.781
4,260.158,301.758
4,264.961,302.734
4,267.771,303.711
4,264.09,304.688
4,272.726,305.664
4,272.504,306.641
4,267.04,307.617
4,259.403,308.594
4,261.363,309.571
4,265.507,310.547
4,270.551,311.523
4,272.577,312.5
4,270.383,313.477
4,270.993,314.453
4,272.168,315.43
4,272.209,316.406
4,274.594,317.383
4,272.577,318.359
4,272.523,319.336
4,271.38,320.312
4,273.125,321.289
4,276.158,322.266
4,267.766,323.242
4,265.233,324.219
4,269.918,325.195
4,263.803,326.172
4,269.73,327.148
4,275.477,328.125
4,275.192,329.102
4,268.223,330.078
4,272.972,331.055
4,265.586,332.031
4,271.518,333.008
4,273.738,333.984
4,273.265,334.961
4,265.32,335.938
4,263.791,336.914
4,263.008,337.891
4,273.648,338.867
4,274.227,339.844
4,272.921,340.82
4,270.738,341.797
4,273.453,342.773
4,273.031,343.751
4,272.979,344.727
4,273.297,345.704
4,258.344,346.68
4,267.611,347.656
4,269.508,348.633
4,266.919,349.609
4,273.594,350.586
4,270.81,351.562
4,275.07,352.539
4,276.105,353.517
4,275.432,354.492
4,275.738,355.469
4,275.479,356.445
4,275.895,357.422
4,274.004,358.398
4,275.527,359.375
4,276.1,360.352
4,270.605,361.328
4,267.873,362.305
4,267.438,363.281
4,268.119,364.258
4,270.816,365.234
4,263.478,366.211
4,275.348,367.188
4,274.789,368.164
4,270.903,369.141
4,270.039,370.117
4,269.609,371.094
4,268.344,372.07
4,274.25,373.047
4,275.523,374.023
4,271.932,375
4,274.254,375.977
4,273.019,376.953
4,274.922,377.93
4,275.426,378.906
4,275.246,379.884
4,275.032,380.859
4,274.82,381.836
4,274.673,382.812
4,274.727,383.789
4,275.219,384.766
4,274.751,385.742
4,274.922,386.719
4,275.473,387.695
4,275.208,388.672
4,275.344,389.648
4,275.51,390.625
4,275.105,391.602
4,274.911,392.578
4,271.836,393.555
4,271.725,394.531
4,274.594,395.508
4,274.692,396.484
4,273.977,397.461
4,273.37,398.438
4,272.426,399.414
4,269.668,400.392
4,261.73,401.367
4,263.41,402.344
4,275.42,403.32
4,275.582,404.297
4,273.887,405.273
4,275.879,406.25
4,275.678,407.227
4,275.703,408.203
4,275.541,409.18
4,275.391,410.156
4,275.775,411.133
4,276.387,412.109
4,276.671,413.086
4,276.926,414.062
4,275.961,415.04
4,276.229,416.016
4,275.742,416.992
4,275.807,417.969
4,275.902,418.945
4,275.955,419.922
4,275.871,420.898
4,275.918,421.876
4,275.678,422.852
4,275.641,423.828
4,275.736,424.805
4,275.965,425.781
4,266.837,426.758
4,272.922,427.734
4,276.029,428.711
4,276.414,429.688
4,275.965,430.664
4,276.057,431.641
4,275.379,432.617
4,276,433.594
4,273.695,434.57
4,276.297,435.547
4,276.068,436.523
4,276.207,437.5
4,274.953,438.477
4,275.615,439.453
4,276.062,440.43
4,270.258,441.406
4,276.115,442.383
4,276.219,443.359
4,276.334,444.336
4,276.367,445.312
4,276.5,446.29
4,276.209,447.266
4,275.82,448.243
4,275.31,449.219
4,275.805,450.195
4,276.569,451.172
4,276.719,452.148
4,276.166,453.125
4,276.418,454.102
4,276.641,455.079
4,276.624,456.055
4,276.68,457.031
4,276.057,458.008
4,275.75,458.984
4,270.191,459.961
4,270.805,460.938
4,275.635,461.914
4,275.977,462.891
4,275.715,463.867
4,275.861,464.844
4,276.242,465.82
4,276.27,466.797
4,275.762,467.774
4,276.718,468.75
4,276.652,469.727
4,276.299,470.703
4,276.34,471.68
4,276.326,472.656
4,276.09,473.633
4,275.916,474.609
4,275.738,475.586
4,276.113,476.563
4,276.057,477.539
4,275.863,478.516
4,276.295,479.492
4,276.156,480.469
4,276.534,481.445
4,275.922,482.422
4,276.344,483.399
4,276.037,484.375
4,276.637,485.352
4,276.394,486.328
4,276.562,487.305
4,277.022,488.281
4,277.152,489.258
4,275.596,490.234
4,276.223,491.211
4,276.812,492.188
4,276.737,493.164
4,273.441,494.141
4,272.139,495.117
4,276.117,496.094
4,276.383,497.071
4,275.533,498.047
4,276.605,499.023
4,276.283,500
4,276.668,500.977
4,274.794,501.953
4,276.121,502.93
4,276.624,503.906
4,276.73,504.883
4,277.469,505.859
4,276.633,506.836
4,276.602,507.813
4,276.135,508.789
4,276.59,509.766
4,276.303,510.742
4,276.777,511.719
4,277.132,512.695
4,276.047,513.672
4,275.611,514.648
4,275.383,515.625
4,276.139,516.602
4,277.066,517.578
4,276.836,518.556
4,275.924,519.531
4,276.699,520.508
4,277.222,521.484
4,277.207,522.461
4,275.451,523.438
4,275.422,524.414
4,274.54,525.391
4,245.164,526.367
4,261.335,527.344
4,276.133,528.32
4,274.88,529.297
4,276.117,530.273
4,276.168,531.25
4,276.17,532.227
4,275.848,533.203
4,268.714,534.18
4,276.969,535.156
4,276.828,536.133
4,276.862,537.109
4,275.777,538.086
4,276.472,539.062
4,275.762,540.039
4,276.421,541.016
4,276.461,541.992
4,276.965,542.97
4,276.608,543.945
4,276.164,544.922
4,276.46,545.898
4,277.246,546.875
4,276.374,547.852
4,277.203,548.828
4,276.102,549.806
4,276.46,550.781
4,276.402,551.758
4,276.357,552.734
4,276.25,553.711
4,276.409,554.688
4,276.285,555.664
4,276.617,556.642
4,276.675,557.617
4,275.855,558.594
4,272.894,559.57
4,272.547,560.547
4,275.475,561.523
4,275.992,562.5
4,275.443,563.477
4,276.199,564.453
4,275.934,565.43
4,276.092,566.406
4,275.012,567.383
4,276.076,568.359
4,275.953,569.336
4,276.78,570.312
4,275.852,571.289
4,277.199,572.266
4,276.772,573.242
4,277.25,574.219
4,275.99,575.195
4,276.285,576.172
4,276.227,577.149
4,275.439,578.125
4,275.203,579.102
4,276.303,580.078
4,276.332,581.055
4,276.119,582.031
4,276.367,583.008
4,277.695,583.984
4,277.43,584.961
4,277.547,585.938
4,276.229,586.914
4,276.891,587.891
4,275.994,588.867
4,276.504,589.844
4,275.904,590.82
4,276.668,591.797
4,275.29,592.773
4,268.773,593.75
4,272.086,594.728
4,276.386,595.703
4,275.902,596.68
4,276.123,597.656
4,276.156,598.633
4,275.791,599.609
4,275.039,600.586
4,271.545,601.562
4,276.379,602.539
4,276.092,603.516
4,276.105,604.492
4,273.891,605.47
4,275.943,606.445
4,276.029,607.422
4,276.258,608.398
4,276.346,609.375
4,275.574,610.352
4,276.244,611.328
4,275.922,612.305
4,277.202,613.281
4,277.598,614.258
4,277.07,615.234
4,276.264,616.211
4,276.238,617.188
4,276.307,618.164
4,276.555,619.141
4,276.39,620.117
4,276.859,621.094
4,276.598,622.07
4,276.569,623.047
4,275.734,624.023
4,269.73,625
4,273.094,625.977
4,275.963,626.953
4,276.641,627.93
4,276.504,628.906
4,275.885,629.883
4,276.23,630.859
4,275.889,631.836
4,275.629,632.812
4,275.459,633.789
4,276.516,634.766
4,276.014,635.742
4,275.055,636.719
4,276.723,637.695
4,276.158,638.672
4,275.832,639.648
4,277.054,640.625
4,276.184,641.602
4,276.546,642.578
4,276.48,643.555
4,277.355,644.531
4,276.483,645.508
4,275.871,646.484
4,275.904,647.461
4,275.984,648.438
4,276.32,649.415
4,275.771,650.391
4,276.535,651.367
4,276.354,652.344
4,276.77,653.32
4,276.197,654.297
4,276.59,655.273
4,271.756,656.25
4,262.57,657.227
4,276.02,658.204
4,275.811,659.18
4,276.605,660.156
4,276.667,661.133
4,276.273,662.109
4,276.948,663.086
4,275.836,664.062
4,276.96,665.039
4,276.965,666.016
4,277.155,666.992
4,275.875,667.969
4,273.746,668.945
4,276.577,669.922
4,276.074,670.898
4,276.037,671.875
4,275.891,672.852
4,276.37,673.828
4,276.414,674.805
4,276.374,675.781
4,276.309,676.758
4,276.078,677.735
4,276.236,678.711
4,276.445,679.688
4,276.197,680.664
4,276.422,681.641
4,276.479,682.617
4,276.578,683.594
4,276.598,684.571
4,276.394,685.547
4,276.793,686.523
4,265.945,687.5
4,227.574,688.477
4,211.492,689.453
4,276.105,690.43
4,276.706,691.406
4,276.395,692.383
4,276.706,693.359
4,276.984,694.336
4,273.218,695.312
4,276.188,696.289
4,276.538,697.266
4,276.555,698.242
4,275.469,699.219
4,276.018,700.195
4,275.777,701.172
4,276.217,702.148
4,275.172,703.125
4,275.529,704.102
4,275.469,705.078
4,275.752,706.055
4,275.047,707.031
4,275.932,708.008
4,275.766,708.984
4,275.77,709.961
4,275.756,710.938
4,275.832,711.914
4,276.283,712.891
4,276.359,713.867
4,276.357,714.844
4,276.105,715.82
4,276.452,716.797
4,275.52,717.773
4,276.496,718.75
4,273.543,719.727
4,272.852,720.704
4,275.075,721.68
4,275.746,722.656
4,276.146,723.633
4,276.238,724.609
4,275.975,725.586
4,276.316,726.562
4,274.966,727.539
4,276.578,728.516
4,276.604,729.492
4,276.363,730.469
4,275.164,731.445
4,276.976,732.422
4,276.969,733.398
4,277.574,734.375
4,276.719,735.352
4,277.363,736.328
4,277.016,737.305
4,277.93,738.282
4,277.101,739.258
4,277.547,740.234
4,277.699,741.211
4,277.586,742.188
4,276.495,743.164
4,277.75,744.141
4,276.952,745.117
4,277.555,746.094
4,276.129,747.07
4,277.253,748.047
4,276.234,749.023
4,277.308,750
4,273.742,750.977
4,269.77,751.954
4,273.175,752.93
4,275.5,753.906
4,276.029,754.883
4,276.207,755.859
4,275.428,756.836
4,277.18,757.812
4,276.417,758.789
4,275.32,759.766
4,275.863,760.743
4,275.701,761.719
4,275.703,762.695
4,274.681,763.672
4,276.512,764.648
4,276.534,765.625
4,275.57,766.602
4,275.924,767.578
4,275.637,768.555
4,275.646,769.531
4,275.555,770.508
4,276.098,771.485
4,275.424,772.461
4,275.309,773.438
4,275.044,774.414
4,275.594,775.391
4,275.149,776.367
4,275.648,777.344
4,275.578,778.321
4,275.545,779.297
4,275.922,780.273
4,275.424,781.25
4,275.688,782.227
4,251.63,783.203
4,271.234,784.18
4,274.931,785.156
4,276.027,786.133
4,276.215,787.109
4,276.248,788.086
4,273.699,789.062
4,277.348,790.039
4,276.004,791.016
4,275.947,791.992
4,275.91,792.969
4,275.564,793.945
4,275.555,794.922
4,275.488,795.899
4,275.467,796.875
4,275.121,797.852
4,275.529,798.828
4,275.473,799.805
4,276.049,800.781
4,275.652,801.758
4,275.645,802.734
4,275.165,803.711
4,275.602,804.688
4,275.196,805.664
4,275.234,806.641
4,275.594,807.618
4,273.539,808.594
4,272.336,809.57
4,274.755,810.547
4,274.633,811.523
4,274.246,812.5
4,275.379,813.477
4,270.903,814.453
4,272.109,815.43
4,274.859,816.406
4,275.639,817.383
4,275.789,818.359
4,276.109,819.336
4,276.076,820.312
4,275.801,821.289
4,274.728,822.266
4,276.113,823.242
4,276.125,824.219
4,275.678,825.195
4,275.219,826.172
4,274.813,827.148
4,275.828,828.125
4,275.067,829.102
4,276.352,830.078
4,275.838,831.055
4,275.793,832.031
4,275.211,833.008
4,276.178,833.984
4,275.812,834.961
4,275.889,835.938
4,275.961,836.914
4,276.898,837.891
4,276.698,838.867
4,275.988,839.844
4,275.533,840.82
4,275.668,841.797
4,275.607,842.773
4,275.457,843.75
4,275.93,844.727
4,270.825,845.703
4,219.578,846.68
4,262.899,847.656
4,273.246,848.633
4,275.65,849.609
4,275.938,850.586
4,275.263,851.562
4,276.086,852.539
4,275.406,853.516
4,275.834,854.492
4,275.758,855.469
4,275.779,856.445
4,275.418,857.422
4,275.84,858.399
4,275.689,859.375
4,275.258,860.352
4,275.576,861.328
4,275.734,862.305
4,275.572,863.281
4,275.863,864.258
4,276.014,865.234
4,275.992,866.211
4,276.105,867.188
4,275.321,868.164
4,275.84,869.141
4,275.662,870.117
4,275.781,871.094
4,275.633,872.071
4,275.689,873.047
4,275.582,874.023
4,275.153,875
4,275.277,875.977
4,275.157,876.953
4,268.812,877.93
128,1609.75,0.976562
128,1606.25,1.95312
128,1601.1,2.92969
128,1616.88,3.90625
128,1602.1,4.88281
128,1610.5,5.85938
128,1597.97,6.83594
128,1599.5,7.81348
128,1588.09,8.78906
128,1592.22,9.76562
128,1571.88,10.7422
128,1596.1,11.7188
128,1599.75,12.6953
128,1584.46,13.6719
128,1599.1,14.6484
128,1588.88,15.625
128,1610.11,16.6016
128,1592.62,17.5781
128,1602.48,18.5547
128,1585.75,19.5312
128,1576.33,20.5078
128,1616.99,21.4844
128,1609.88,22.4609
128,1605.61,23.4375
128,1586,24.4141
128,1597.72,25.3906
128,1585.88,26.3672
128,1559.81,27.3438
128,1600.75,28.3213
128,1594.59,29.2969
128,1607.38,30.2744
128,1581.46,31.25
128,1599.75,32.2266
128,1589.59,33.2031
128,1588.88,34.1797
128,1580.83,35.1562
128,1599.12,36.1328
128,1601.48,37.1094
128,1595.59,38.0859
128,1606.62,39.0625
128,1593.59,40.0391
128,1576.12,41.0156
128,1595.47,41.9922
128,1590.12,42.9688
128,1586.84,43.9453
128,1599.6,44.9219
128,1602.25,45.8984
128,1588.96,46.875
128,1592.5,47.8516
128,1586.21,48.8281
128,1613.36,49.8047
128,1592.5,50.7812
128,1606.48,51.7578
128,1595,52.7344
128,1581.33,53.7109
128,1593.38,54.6885
128,1587.96,55.6641
128,1598.22,56.6406
128,1581.62,57.6172
128,1602.35,58.5938
128,1609.98,59.5703
128,1609.62,60.5469
128,1602.6,61.5234
128,1602.62,62.5
128,1588.09,63.4766
128,1592,64.4531
128,1612.36,65.4297
128,1590.38,66.4072
128,1605.23,67.3828
128,1590.46,68.3594
128,1598.25,69.3359
128,1592.22,70.3125
128,1614,71.2891
128,1581.83,72.2656
128,1587,73.2422
128,1606.36,74.2188
128,1592.88,75.1953
128,1608.23,76.1719
128,1591.75,77.1484
128,1594.22,78.125
128,1596,79.1016
128,1602.6,80.0781
128,1587.96,81.0547
128,1589,82.0312
128,1605.88,83.0078
128,1591.84,83.9844
128,1603.12,84.9609
128,1593.97,85.9375
128,1602.38,86.9141
128,1603.6,87.8906
128,1590.38,88.8682
128,1590.84,89.8438
128,1585.58,90.8203
128,1604,91.7969
128,1596.47,92.7734
128,1611.12,93.75
128,1593.22,94.7266
128,1604.5,95.7031
128,1591.97,96.6797
128,1591.12,97.6562
128,1595.22,98.6328
128,1590.46,99.6094
128,1604,100.586
128,1590.97,101.562
128,1604.62,102.539
128,1591.09,103.516
128,1613.88,104.492
128,1598.6,105.469
128,1585.58,106.445
128,1593.38,107.422
128,1589.46,108.398
128,1607.12,109.375
128,1591.47,110.352
128,1606.62,111.329
128,1586.84,112.305
128,1601.1,113.281
128,1598.5,114.258
128,1589.84,115.234
128,1592.75,116.211
128,1601.35,117.188
128,1606,118.165
128,1594.84,119.141
128,1613.99,120.117
128,1586.12,121.094
128,1607.23,122.07
128,1584,123.047
128,1598.72,124.023
128,1593.5,125
128,1584.96,125.977
128,1604.25,126.953
128,1588.84,127.93
128,1600.12,128.906
128,1592.34,129.883
128,1591,130.86
128,1589.34,131.836
128,1593.84,132.812
128,1590.38,133.789
128,1591.22,134.766
128,1606.62,135.742
128,1594.84,136.719
128,1609.62,137.695
128,1593.09,138.672
128,1590.38,139.648
128,1582.46,140.625
128,1595.72,141.602
128,1598.12,142.578
128,1600.98,143.555
128,1609.38,144.531
128,1581.46,145.508
128,1608.38,146.484
128,1593.22,147.461
128,1603.73,148.438
128,1580.38,149.414
128,1600.73,150.391
128,1596.25,151.367
128,1594.62,152.344
128,1605.35,153.32
128,1592.38,154.297
128,1605.1,155.273
128,1593.88,156.25
128,1589.96,157.227
128,1581.88,158.203
128,1601.6,159.18
128,1596.12,160.157
128,1609.61,161.133
128,1601.25,162.11
128,1584.96,163.086
128,1619.88,164.062
128,1564.69,165.039
128,1601.25,166.017
128,1584.96,166.992
128,1602.48,167.969
128,1589.38,168.945
128,1598.97,169.922
128,1605.5,170.898
128,1577.33,171.875
128,1603.85,172.852
128,1577.62,173.828
128,1596.97,174.805
128,1579.88,175.781
128,1604.73,176.758
128,1587.59,177.734
128,1583.88,178.711
128,1608.86,179.688
128,1582.75,180.664
128,1610.36,181.641
128,1587.25,182.617
128,1591.47,183.594
128,1594.84,184.57
128,1599.38,185.547
128,1594.34,186.523
128,1588.38,187.501
128,1617.87,188.477
128,1595.62,189.453
128,1600.73,190.43
128,1595.25,191.406
128,1601.48,192.383
128,1568.38,193.359
128,1592.62,194.336
128,1592.84,195.312
128,1590.75,196.289
128,1605.35,197.266
128,1599.25,198.243
128,1622.5,199.219
128,1601.48,200.195
128,1589.88,201.172
128,1592.59,202.148
128,1596.88,203.125
128,1601.85,204.102
128,1599.22,205.078
128,1607.5,206.055
128,1601.98,207.031
128,1604.38,208.008
128,1584.96,208.984
128,1607.88,209.961
128,1590.46,210.938
128,1599,211.914
128,1592.97,212.891
128,1600.12,213.868
128,1597.22,214.844
128,1585.96,215.82
128,1613,216.797
128,1599.47,217.773
128,1597.62,218.75
128,1594.59,219.727
128,1598.38,220.704
128,1582.08,221.68
128,1597.1,222.656
128,1607.12,223.633
128,1587.59,224.609
128,1618.5,225.586
128,1595.59,226.562
128,1614.38,227.54
128,1589.34,228.516
128,1590.59,229.492
128,1591.88,230.469
128,1606.23,231.445
128,1599.62,232.422
128,1591.72,233.398
128,1616.12,234.375
128,1605.48,235.352
128,1604.12,236.328
128,1592.59,237.305
128,1597.88,238.281
128,1592.34,239.258
128,1597.5,240.234
128,1595.72,241.211
128,1602.85,242.188
128,1607.38,243.164
128,1591.72,244.141
128,1624,245.117
128,1596.72,246.094
128,1599,247.07
128,1595.09,248.047
128,1602.23,249.023
128,1585.38,250
128,1601.75,250.978
128,1607.61,251.953
128,1593.88,252.93
128,1608.98,253.906
128,1598.75,254.883
128,1612.24,255.859
128,1603.62,256.836
128,1601.35,257.812
128,1584.5,258.789
128,1608.48,259.766
128,1592.84,260.742
128,1604.88,261.719
128,1609.86,262.695
128,1592.25,263.672
128,1607.36,264.648
128,1583.38,265.625
128,1615.37,266.602
128,1585.58,267.578
128,1589,268.555
128,1592.22,269.531
128,1591,270.508
128,1603.98,271.484
128,1592.62,272.461
128,1608.86,273.438
128,1595,274.415
128,1590.21,275.391
128,1591.47,276.367
128,1596.75,277.344
128,1593.59,278.32
128,1587.12,279.297
128,1606.36,280.273
128,1599.5,281.25
128,1614.61,282.227
128,1602.12,283.203
128,1601.85,284.18
128,1595.75,285.156
128,1602.98,286.133
128,1587.25,287.109
128,1602.73,288.086
128,1597.38,289.062
128,1598.47,290.039
128,1609.12,291.016
128,1597.97,291.992
128,1597.12,292.969
128,1595.97,293.945
128,1600.5,294.923
128,1579.83,295.898
128,1599.6,296.875
128,1598.5,297.852
128,1592.84,298.828
128,1612.25,299.805
128,1602.73,300.781
128,1602.6,301.758
128,1589,302.735
128,1612.36,303.711
128,1586.96,304.688
128,1592.5,305.664
128,1596.6,306.641
128,1601.38,307.617
128,1607.61,308.594
128,1596.85,309.57
128,1615.5,310.547
128,1594.59,311.523
128,1607.75,312.5
128,1589.59,313.477
128,1599.62,314.453
128,1593.59,315.43
128,1603.62,316.406
128,1597.22,317.383
128,1593.88,318.36
128,1614.24,319.336
128,1598.22,320.312
128,1599.38,321.289
128,1594.47,322.266
128,1603.12,323.243
128,1584.71,324.219
128,1599.35,325.195
128,1596.38,326.172
128,1582.08,327.148
128,1610.12,328.125
128,1597.1,329.102
128,1590.62,330.079
128,1595.85,331.055
128,1601.48,332.031
128,1594.75,333.008
